name,price,rating,address,img-src
Glendale Express Hotel,129,9,"450 WEST PIONEER DRIVE, Glendale, Los Angeles (CA), United States, 91203",//pix8.agoda.net/hotelImages/9827556/-1/51625e1480cbb1ea31674f135749108b.jpg?ca=9&ce=1&s=1024x768
H HotelLos AngelesCurio CollectionBy Hilton,254,8.5,"6151 West Century Blvd., LAX ? Los Angeles International Airport, Los Angeles (CA), United States, 90045",//pix8.agoda.net/hotelImages/3632496/-1/353a48822981c41d0518195770815be1.jpg?ca=9&ce=1&s=1024x768
Residence Inn Los Angeles L.A. LIVE,539,9.2,"901 West Olympic Boulevard, Downtown Los Angeles, Los Angeles (CA), United States, 90015",//pix8.agoda.net/hotelImages/5546873/0/56ae230da6ce2b43327acc240c4b7f6a.jpg?ca=27&ce=0&s=1024x768
Santa Monica Proper Hotel,611,9.3,"700 Wilshire Boulevard, Santa Monica, Los Angeles (CA), United States, CA 90401",//q-xx.bstatic.com/xdata/images/hotel/840x460/214155506.jpg?k=ead1207eaedfdadf607a5f3c9b82a8d84b81e47826d77042e2cca178f40e12f2&o=
The Beverly Hilton Hotel,412,8.1,"9876 Wilshire Blvd, Beverly Hills, Los Angeles (CA), United States, 90210",//pix8.agoda.net/hotelImages/5672115/0/1a0a1d75f3017dc25c5e43e63149d867.jpg?ca=23&ce=0&s=1024x768
"The Belamar Hotel Manhattan Beach, Tapestry by Hilton",206,8.9,"3501 N. Sepulveda Blvd., Beach Cities, Los Angeles (CA), United States, 90266",//pix8.agoda.net/hotelImages/277/277410/277410_1211272251008720200.jpg?ca=0&ce=1&s=1024x768
Hampton Inn & Suites Anaheim Resort Convention Center,201,9.1,"100 W. Katella Avenue, Anaheim, Los Angeles (CA), United States, 92802",//pix8.agoda.net/hotelImages/8545662/0/ebff8b02e83e1060a99953e707356f87.jpg?ca=17&ce=1&s=1024x768
Shore Hotel,589,8.7,"1515 Ocean Ave, Santa Monica, Los Angeles (CA), United States, 90401",//pix8.agoda.net/hotelImages/4873148/0/4bb27a421a20a3a1a6d10cd1201e7020.jpg?ca=23&ce=0&s=1024x768
Hyatt Regency Los Angeles International Airport,208,8.5,"6225 West Century Boulevard, LAX ? Los Angeles International Airport, Los Angeles (CA), United States, 90045",//pix8.agoda.net/hotelImages/2285161/0/07f33d8129975eb66f89bf061b02beeb.jpg?ca=9&ce=1&s=1024x768
Millennium Biltmore Los Angeles,219,7.9,"506 South Grand Avenue, Downtown Los Angeles, Los Angeles (CA), United States, 90071",//pix8.agoda.net/hotelImages/441/44144/44144_15040223480026694229.jpg?ca=3&ce=1&s=1024x768
Kimpton Everly Hotel,287,8.7,"1800 Argyle Avenue, Hollywood, Los Angeles (CA), United States, 90028",//pix8.agoda.net/hotelImages/5075122/0/ae1b1d0883b0518247e1f4fdb468b7cb.jpg?ca=23&ce=0&s=1024x768
Dream Hollywood,305,8.5,"6417 Selma Avenue, Hollywood, Los Angeles (CA), United States, 90028",//pix8.agoda.net/hotelImages/6841029/0/90c84facd13084380cd32cdd864963b2.jpg?ca=22&ce=0&s=1024x768
Embassy Suites Los Angeles Glendale Hotel,227,8.2,"800 North Central Avenue, Glendale, Los Angeles (CA), United States, 91203",//pix8.agoda.net/hotelImages/184001/0/6bf5423f116c22873ec742b056f4b708.jpg?ca=7&ce=1&s=1024x768
Holiday Inn Los Angeles - LAX Airport,157,7.5,"9901 South La Cienega Boulevard, LAX ? Los Angeles International Airport, Los Angeles (CA), United States, 90045",//pix8.agoda.net/hotelImages/4885016/0/b18dadeb6e0c5bc3fb333285387e369a.jpg?ca=23&ce=0&s=1024x768
Hyatt Place Pasadena,233,8.9,"399 East Green Street, Pasadena, Los Angeles (CA), United States, 91101",//pix8.agoda.net/hotelImages/18391885/0/a93c7289380ea189c5c53bf2278d7e8e.jpg?ca=14&ce=1&s=1024x768
LEVEL Downtown Los Angeles,443,8.3,"888 South Olive Street, Downtown Los Angeles, Los Angeles (CA), United States, 90014",//pix8.agoda.net/hotelImages/965/965313/965313_16070101330044317920.jpg?ca=6&ce=1&s=1024x768
Santa Monica Motel,199,8.6,"2102 Lincoln Blvd, Santa Monica, Los Angeles (CA), United States, 90405",//pix8.agoda.net/hotelImages/3363256/-1/05279acf17b77ca4eaabd9b2e227eee7.jpg?ca=21&ce=0&s=1024x768
