name,price,rating,address,img-src
"Homewood Suites by Hilton Sunnyvale-Silicon Valley, CA",299,8.2,"830 E. El Camino Real, Sunnyvale, San Jose (CA), United States, 669-7329600",//pix8.agoda.net/hotelImages/25140761/0/81d70b0c7271d2ed01b781605c2e3bf3.jpg?ca=19&ce=1&s=1024x768
The Clement Palo Alto - All inclusive,"1,712",9.7,"711 El Camino Real, Palo Alto, San Jose (CA), United States, 94301",//pix8.agoda.net/hotelImages/224/22412083/22412083_21030523070095298049.jpg?ca=17&ce=1&s=1024x768
Hyatt Place San Jose Downtown,316,8,"282 Almaden Boulevard, San Jose City Center, San Jose (CA), United States, 95113",//pix8.agoda.net/hotelImages/471/47111/47111_16120307370049385978.jpg?ca=6&ce=1&s=1024x768
"Wild Palms Hotel, part of JdV by Hyatt",129,8.7,"910 EAST FREMONT AVENUE, Sunnyvale, San Jose (CA), United States, 94087",//pix8.agoda.net/hotelImages/398899/0/125df8bec84cc804a61731ae00fb28bb.jpg?ca=0&ce=1&s=1024x768
Homewood Suites by Hilton San Jose North,441,9.1,"4315 N. First Street, San Jose City Center, San Jose (CA), United States, 95134",//pix8.agoda.net/hotelImages/4125657/-1/ef1ced647d4566adaf075be82f3594e2.jpg?ca=8&ce=1&s=1024x768
Aloft Cupertino,371,8.8,"10165 North De Anza Boulevard, Cupertino, San Jose (CA), United States, 95014",//pix8.agoda.net/hotelImages/6501194/0/32faa4e92a4c863c160d20697425eeb3.jpg?ca=23&ce=0&s=1024x768
Radisson Hotel Sunnyvale - Silicon Valley,220,8.8,"1300 Chesapeake Terrace, Sunnyvale, San Jose (CA), United States, 94089",//pix8.agoda.net/hotelImages/9653313/0/f73e048be8d5fa6bf25d339a83bebadd.jpg?ca=9&ce=1&s=1024x768
SureStayPlus Hotel by Best Western San Jose Central City,110,8.3,"2650 Monterey Hwy, San Jose City Center, San Jose (CA), United States, 95111",//pix8.agoda.net/hotelImages/22441401/0/c5f33953eeb33d928c3f1f41e44cebb7.jpg?ca=17&ce=1&s=1024x768
Fairfield Inn & Suites by Marriott San Jose North/Silicon Valley,246,9,"656 America Center Court, Santa Clara, San Jose (CA), United States, 95002",//pix8.agoda.net/hotelImages/7222072/0/d3af2ee19af31852130b32e4e22cb77f.jpg?ca=23&ce=0&s=1024x768
Private Rooms Inside Spacious Saratoga House w Large Yard & Cars Available,75,10,"Cupertino, San Jose (CA), United States",//q-xx.bstatic.com/xdata/images/hotel/840x460/319241986.jpg?k=35593fea97e6935087da7d30dc09aae6b629b0009597dcd16e06d63856c0f388&o=
Hilton Garden Inn San Jose / Milpitas,159,8.3,"30 Ranch Drive, Milpitas, Milpitas (CA), United States, 95035",//pix8.agoda.net/hotelImages/43655/0/2f4d9d7922918d40b15e50d315828d3e.jpg?ca=0&ce=1&s=1024x768
Element Santa Clara,356,9.6,"1950 Wyatt Drive, Santa Clara, San Jose (CA), United States, 95054",//q-xx.bstatic.com/xdata/images/hotel/840x460/218982530.jpg?k=d74020fe9f392f9863bea265376a20be65cecc456ab87cfb4cc428cf08c4120e&o=
