name,price,rating,address,img-src
San Diego Marriott Del Mar,331,8.3,"11966 El Camino Real, Del Mar / Carmel Valley, San Diego (CA), United States, 92130",//pix8.agoda.net/hotelImages/4864127/0/c82e0011281783a02a3e951901ef88cf.jpg?ca=23&ce=0&s=1024x768
Solamar San Diego,404,8.5,"435 Sixth Avenue, San Diego City Center, San Diego (CA), United States, CA 92101",//pix8.agoda.net/hotelImages/441617/-1/3a78989b3666ef7202edf7f04035e709.jpg?ca=0&ce=1&s=1024x768
SpringHill Suites San Diego Downtown/Bayfront,474,9.2,"900 Bayfront Court, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/2466326/0/2867a9a909d196b0f03e9955441f338e.jpg?ca=7&ce=1&s=1024x768
TownePlace Suites San Diego Central,220,8.8,"8650 Tech Way, Miramar / Kearny Mesa, San Diego (CA), United States, 92123",//pix8.agoda.net/hotelImages/6165799/0/ada5777903b91887d53e49327c215265.jpg?ca=23&ce=0&s=1024x768
Manchester Grand Hyatt San Diego,649,8.8,"1 Market Place, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/46997/0/a3793aeb121e8d94638a83a91c57eb8f.jpg?ca=0&ce=1&s=1024x768
Holiday Inn Express Hotel & Suites Solana Beach-Del Mar,198,9,"621 South Highway 101, Solana Beach, San Diego (CA), United States, 92075",//pix8.agoda.net/hotelImages/6021224/0/14f33efa0299e7600d9c1a79cc0187e6.jpg?ca=23&ce=0&s=1024x768
Hilton San Diego Gaslamp Quarter Hotel,609,8.2,"401 K Street, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/79768/0/b9653ea6c3ffca00f71897e3106501d2.jpg?ca=7&ce=1&s=1024x768
Hotel La Jolla Curio Collection by Hilton,243,8.1,"7955 La Jolla Shores Drive, La Jolla, San Diego (CA), United States, 92037",//pix8.agoda.net/hotelImages/7210508/0/fa8451403b3fcd669b5497ef7eb8934f.jpg?ca=8&ce=1&s=1024x768
Holiday Inn Express & Suites San Diego - Mission Valley,171,8.8,"635 Hotel Circle South, Mission Valley, San Diego (CA), United States, 92108",//pix8.agoda.net/hotelImages/7217115/0/a39807639a4bc5eb7519279eb760030e.jpg?ca=23&ce=0&s=1024x768
"The Lafayette Hotel, Swim Club & Bungalows",169,8.1,"2223 El Cajon Boulevard, Mission Valley, San Diego (CA), United States, 92104",//pix8.agoda.net/hotelImages/644/64414/64414_090116185400290071.jpg?ca=0&ce=1&s=1024x768
Doubletree Hotel San Diego Downtown,309,7.4,"1646 Front Street, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/64464/0/20b8b92ea234b70db970eb2b1a210628.jpg?ca=7&ce=1&s=1024x768
Hyatt House San Diego Sorrento Mesa,275,8.5,"10044 Pacific Mesa Boulevard, Sorrento Valley / Mira Mesa, San Diego (CA), United States, 92121",//pix8.agoda.net/hotelImages/2286195/0/8e38d7378ecb06d2bff091806254527e.jpg?ca=28&ce=0&s=1024x768
Staypineapple at Hotel Z,445,9.2,"521 6th Ave, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/4890518/0/20046a30b94fa0c3c8994453cfd2b44e.jpg?ca=23&ce=0&s=1024x768
Holiday Inn Express San Diego - Sorrento Valley,199,8.4,"5925 Lusk Boulevard, Sorrento Valley / Mira Mesa, San Diego (CA), United States, 92121",//pix8.agoda.net/hotelImages/5666078/0/022504e63b474f00a7a84b96f13c57c0.jpg?ca=23&ce=0&s=1024x768
Homewood Suites by Hilton San Diego Mission Valley Zoo,375,8.4,"445 Camino Del Rio South, Mission Valley East, San Diego (CA), United States, 92108",//pix8.agoda.net/hotelImages/273/2730520/2730520_18011800290061132778.jpg?ca=6&ce=1&s=1024x768
Bahia Resort Hotel,369,8.4,"998 West Mission Bay Drive, Misson Bay / Loma Heights, San Diego (CA), United States, 92109",//pix8.agoda.net/hotelImages/2465735/0/27f424003747e8160a7b64f43be29169.jpg?ca=7&ce=1&s=1024x768
"Hotel Republic San Diego, Autograph Collection",385,8.6,"421 West B Street, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/5104968/0/ca3a8b412af8a734040ccd0055ba81ee.jpg?ca=23&ce=0&s=1024x768
Marriott Marquis San Diego Marina,508,8.8,"333 West Harbor Drive, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/5061462/0/bafcb6a7d3ced52a9760021b70a40e3f.jpg?ca=23&ce=0&s=1024x768
